Observer,ColorIndex,Display1,Display2,MatchingScore
aaa,1,1,2,5
aaa,1,1,2,5
aaa,1,1,3,5
aaa,1,1,3,3
aaa,1,1,4,5
aaa,1,1,4,5
aaa,1,2,3,4
aaa,1,2,3,4
aaa,1,2,4,5
aaa,1,2,4,4
aaa,1,3,4,3
aaa,1,3,4,4
aaa,2,1,2,5
aaa,2,1,2,4
aaa,2,1,3,4
aaa,2,1,3,3
aaa,2,1,4,0
aaa,2,1,4,0
aaa,2,2,3,4
aaa,2,2,3,3
aaa,2,2,4,0
aaa,2,2,4,0
aaa,2,3,4,0
aaa,2,3,4,0
aaa,3,1,2,4
aaa,3,1,2,4
aaa,3,1,3,4
aaa,3,1,3,3
aaa,3,1,4,5
aaa,3,1,4,5
aaa,3,2,3,3
aaa,3,2,3,3
aaa,3,2,4,4
aaa,3,2,4,3
aaa,3,3,4,3
aaa,3,3,4,3
aaa,4,1,2,4
aaa,4,1,2,4
aaa,4,1,3,4
aaa,4,1,3,3
aaa,4,1,4,5
aaa,4,1,4,4
aaa,4,2,3,4
aaa,4,2,3,3
aaa,4,2,4,5
aaa,4,2,4,4
aaa,4,3,4,4
aaa,4,3,4,3
aaa,5,1,2,5
aaa,5,1,2,4
aaa,5,1,3,4
aaa,5,1,3,3
aaa,5,1,4,0
aaa,5,1,4,0
aaa,5,2,3,3
aaa,5,2,3,2
aaa,5,2,4,0
aaa,5,2,4,0
aaa,5,3,4,0
aaa,5,3,4,0
aaa,6,1,2,4
aaa,6,1,2,4
aaa,6,1,3,4
aaa,6,1,3,4
aaa,6,1,4,4
aaa,6,1,4,4
aaa,6,2,3,5
aaa,6,2,3,4
aaa,6,2,4,5
aaa,6,2,4,5
aaa,6,3,4,4
aaa,6,3,4,4
aaa,7,1,2,5
aaa,7,1,2,4
aaa,7,1,3,2
aaa,7,1,3,3
aaa,7,1,4,4
aaa,7,1,4,4
aaa,7,2,3,4
aaa,7,2,3,4
aaa,7,2,4,5
aaa,7,2,4,4
aaa,7,3,4,3
aaa,7,3,4,3
aaa,8,1,2,3
aaa,8,1,2,4
aaa,8,1,3,3
aaa,8,1,3,3
aaa,8,1,4,4
aaa,8,1,4,4
aaa,8,2,3,3
aaa,8,2,3,2
aaa,8,2,4,5
aaa,8,2,4,5
aaa,8,3,4,3
aaa,8,3,4,3
aaa,9,1,2,4
aaa,9,1,2,4
aaa,9,1,3,2
aaa,9,1,3,3
aaa,9,1,4,5
aaa,9,1,4,4
aaa,9,2,3,2
aaa,9,2,3,3
aaa,9,2,4,5
aaa,9,2,4,3
aaa,9,3,4,2
aaa,9,3,4,2
aaa,10,1,2,2
aaa,10,1,2,2
aaa,10,1,3,2
aaa,10,1,3,2
aaa,10,1,4,2
aaa,10,1,4,2
aaa,10,2,3,3
aaa,10,2,3,3
aaa,10,2,4,5
aaa,10,2,4,3
aaa,10,3,4,3
aaa,10,3,4,3
aaa,11,1,2,4
aaa,11,1,2,4
aaa,11,1,3,4
aaa,11,1,3,3
aaa,11,1,4,5
aaa,11,1,4,2
aaa,11,2,3,3
aaa,11,2,3,4
aaa,11,2,4,4
aaa,11,2,4,4
aaa,11,3,4,3
aaa,11,3,4,3
aac,1,1,2,4
aac,1,1,2,3
aac,1,1,3,4
aac,1,1,3,2
aac,1,1,4,3
aac,1,1,4,3
aac,1,2,3,2
aac,1,2,3,1
aac,1,2,4,3
aac,1,2,4,3
aac,1,3,4,1
aac,1,3,4,1
aac,2,1,2,5
aac,2,1,2,5
aac,2,1,3,5
aac,2,1,3,4
aac,2,1,4,0
aac,2,1,4,0
aac,2,2,3,5
aac,2,2,3,5
aac,2,2,4,0
aac,2,2,4,0
aac,2,3,4,0
aac,2,3,4,0
aac,3,1,2,5
aac,3,1,2,3
aac,3,1,3,2
aac,3,1,3,2
aac,3,1,4,4
aac,3,1,4,4
aac,3,2,3,2
aac,3,2,3,1
aac,3,2,4,4
aac,3,2,4,3
aac,3,3,4,2
aac,3,3,4,3
aac,4,1,2,4
aac,4,1,2,4
aac,4,1,3,2
aac,4,1,3,2
aac,4,1,4,5
aac,4,1,4,3
aac,4,2,3,2
aac,4,2,3,2
aac,4,2,4,4
aac,4,2,4,3
aac,4,3,4,1
aac,4,3,4,1
aac,5,1,2,5
aac,5,1,2,5
aac,5,1,3,5
aac,5,1,3,3
aac,5,1,4,0
aac,5,1,4,0
aac,5,2,3,3
aac,5,2,3,2
aac,5,2,4,0
aac,5,2,4,0
aac,5,3,4,0
aac,5,3,4,0
aac,6,1,2,2
aac,6,1,2,3
aac,6,1,3,2
aac,6,1,3,2
aac,6,1,4,4
aac,6,1,4,3
aac,6,2,3,1
aac,6,2,3,3
aac,6,2,4,2
aac,6,2,4,2
aac,6,3,4,1
aac,6,3,4,1
aac,7,1,2,2
aac,7,1,2,3
aac,7,1,3,2
aac,7,1,3,1
aac,7,1,4,2
aac,7,1,4,2
aac,7,2,3,1
aac,7,2,3,1
aac,7,2,4,3
aac,7,2,4,2
aac,7,3,4,1
aac,7,3,4,1
aac,8,1,2,4
aac,8,1,2,5
aac,8,1,3,5
aac,8,1,3,2
aac,8,1,4,4
aac,8,1,4,3
aac,8,2,3,5
aac,8,2,3,4
aac,8,2,4,4
aac,8,2,4,5
aac,8,3,4,2
aac,8,3,4,5
aac,9,1,2,4
aac,9,1,2,4
aac,9,1,3,1
aac,9,1,3,2
aac,9,1,4,4
aac,9,1,4,4
aac,9,2,3,3
aac,9,2,3,2
aac,9,2,4,3
aac,9,2,4,3
aac,9,3,4,3
aac,9,3,4,2
aac,10,1,2,1
aac,10,1,2,1
aac,10,1,3,1
aac,10,1,3,1
aac,10,1,4,1
aac,10,1,4,1
aac,10,2,3,1
aac,10,2,3,4
aac,10,2,4,2
aac,10,2,4,3
aac,10,3,4,1
aac,10,3,4,2
aac,11,1,2,3
aac,11,1,2,2
aac,11,1,3,2
aac,11,1,3,2
aac,11,1,4,2
aac,11,1,4,4
aac,11,2,3,2
aac,11,2,3,2
aac,11,2,4,5
aac,11,2,4,4
aac,11,3,4,2
aac,11,3,4,1
aad,1,1,2,5
aad,1,1,2,4
aad,1,1,3,3
aad,1,1,3,3
aad,1,1,4,4
aad,1,1,4,5
aad,1,2,3,4
aad,1,2,3,4
aad,1,2,4,5
aad,1,2,4,5
aad,1,3,4,3
aad,1,3,4,3
aad,2,1,2,5
aad,2,1,2,3
aad,2,1,3,4
aad,2,1,3,4
aad,2,1,4,0
aad,2,1,4,0
aad,2,2,3,3
aad,2,2,3,4
aad,2,2,4,0
aad,2,2,4,0
aad,2,3,4,0
aad,2,3,4,0
aad,3,1,2,5
aad,3,1,2,5
aad,3,1,3,5
aad,3,1,3,4
aad,3,1,4,5
aad,3,1,4,5
aad,3,2,3,4
aad,3,2,3,5
aad,3,2,4,4
aad,3,2,4,5
aad,3,3,4,4
aad,3,3,4,4
aad,4,1,2,3
aad,4,1,2,4
aad,4,1,3,4
aad,4,1,3,4
aad,4,1,4,4
aad,4,1,4,5
aad,4,2,3,5
aad,4,2,3,5
aad,4,2,4,4
aad,4,2,4,3
aad,4,3,4,3
aad,4,3,4,3
aad,5,1,2,5
aad,5,1,2,4
aad,5,1,3,2
aad,5,1,3,4
aad,5,1,4,0
aad,5,1,4,0
aad,5,2,3,5
aad,5,2,3,4
aad,5,2,4,0
aad,5,2,4,0
aad,5,3,4,0
aad,5,3,4,0
aad,6,1,2,5
aad,6,1,2,4
aad,6,1,3,4
aad,6,1,3,5
aad,6,1,4,4
aad,6,1,4,5
aad,6,2,3,4
aad,6,2,3,4
aad,6,2,4,5
aad,6,2,4,4
aad,6,3,4,3
aad,6,3,4,4
aad,7,1,2,5
aad,7,1,2,4
aad,7,1,3,3
aad,7,1,3,3
aad,7,1,4,5
aad,7,1,4,5
aad,7,2,3,2
aad,7,2,3,4
aad,7,2,4,5
aad,7,2,4,5
aad,7,3,4,2
aad,7,3,4,4
aad,8,1,2,4
aad,8,1,2,5
aad,8,1,3,3
aad,8,1,3,3
aad,8,1,4,5
aad,8,1,4,5
aad,8,2,3,2
aad,8,2,3,4
aad,8,2,4,4
aad,8,2,4,4
aad,8,3,4,2
aad,8,3,4,3
aad,9,1,2,4
aad,9,1,2,5
aad,9,1,3,2
aad,9,1,3,3
aad,9,1,4,4
aad,9,1,4,5
aad,9,2,3,4
aad,9,2,3,3
aad,9,2,4,5
aad,9,2,4,5
aad,9,3,4,4
aad,9,3,4,3
aad,10,1,2,2
aad,10,1,2,2
aad,10,1,3,1
aad,10,1,3,3
aad,10,1,4,2
aad,10,1,4,2
aad,10,2,3,5
aad,10,2,3,4
aad,10,2,4,4
aad,10,2,4,5
aad,10,3,4,2
aad,10,3,4,3
aad,11,1,2,4
aad,11,1,2,4
aad,11,1,3,4
aad,11,1,3,4
aad,11,1,4,2
aad,11,1,4,5
aad,11,2,3,4
aad,11,2,3,4
aad,11,2,4,5
aad,11,2,4,4
aad,11,3,4,4
aad,11,3,4,3
aae,1,1,2,5
aae,1,1,2,5
aae,1,1,3,4
aae,1,1,3,4
aae,1,1,4,5
aae,1,1,4,4
aae,1,2,3,4
aae,1,2,3,3
aae,1,2,4,3
aae,1,2,4,5
aae,1,3,4,3
aae,1,3,4,3
aae,2,1,2,5
aae,2,1,2,5
aae,2,1,3,5
aae,2,1,3,5
aae,2,1,4,0
aae,2,1,4,0
aae,2,2,3,3
aae,2,2,3,5
aae,2,2,4,0
aae,2,2,4,0
aae,2,3,4,0
aae,2,3,4,0
aae,3,1,2,5
aae,3,1,2,5
aae,3,1,3,5
aae,3,1,3,4
aae,3,1,4,5
aae,3,1,4,5
aae,3,2,3,4
aae,3,2,3,3
aae,3,2,4,5
aae,3,2,4,5
aae,3,3,4,3
aae,3,3,4,3
aae,4,1,2,5
aae,4,1,2,5
aae,4,1,3,3
aae,4,1,3,4
aae,4,1,4,4
aae,4,1,4,5
aae,4,2,3,4
aae,4,2,3,4
aae,4,2,4,5
aae,4,2,4,5
aae,4,3,4,3
aae,4,3,4,3
aae,5,1,2,5
aae,5,1,2,5
aae,5,1,3,4
aae,5,1,3,5
aae,5,1,4,0
aae,5,1,4,0
aae,5,2,3,3
aae,5,2,3,4
aae,5,2,4,0
aae,5,2,4,0
aae,5,3,4,0
aae,5,3,4,0
aae,6,1,2,5
aae,6,1,2,5
aae,6,1,3,4
aae,6,1,3,5
aae,6,1,4,4
aae,6,1,4,5
aae,6,2,3,3
aae,6,2,3,3
aae,6,2,4,5
aae,6,2,4,5
aae,6,3,4,3
aae,6,3,4,4
aae,7,1,2,5
aae,7,1,2,5
aae,7,1,3,4
aae,7,1,3,4
aae,7,1,4,5
aae,7,1,4,5
aae,7,2,3,3
aae,7,2,3,3
aae,7,2,4,5
aae,7,2,4,5
aae,7,3,4,4
aae,7,3,4,3
aae,8,1,2,5
aae,8,1,2,5
aae,8,1,3,3
aae,8,1,3,3
aae,8,1,4,5
aae,8,1,4,5
aae,8,2,3,4
aae,8,2,3,3
aae,8,2,4,5
aae,8,2,4,5
aae,8,3,4,4
aae,8,3,4,3
aae,9,1,2,5
aae,9,1,2,5
aae,9,1,3,3
aae,9,1,3,3
aae,9,1,4,5
aae,9,1,4,5
aae,9,2,3,3
aae,9,2,3,4
aae,9,2,4,5
aae,9,2,4,5
aae,9,3,4,4
aae,9,3,4,3
aae,10,1,2,3
aae,10,1,2,2
aae,10,1,3,2
aae,10,1,3,3
aae,10,1,4,3
aae,10,1,4,2
aae,10,2,3,3
aae,10,2,3,3
aae,10,2,4,4
aae,10,2,4,5
aae,10,3,4,3
aae,10,3,4,3
aae,11,1,2,5
aae,11,1,2,5
aae,11,1,3,3
aae,11,1,3,4
aae,11,1,4,5
aae,11,1,4,5
aae,11,2,3,3
aae,11,2,3,4
aae,11,2,4,5
aae,11,2,4,4
aae,11,3,4,3
aae,11,3,4,3
aaf,1,1,2,4
aaf,1,1,2,4
aaf,1,1,3,3
aaf,1,1,3,2
aaf,1,1,4,5
aaf,1,1,4,5
aaf,1,2,3,5
aaf,1,2,3,4
aaf,1,2,4,5
aaf,1,2,4,5
aaf,1,3,4,3
aaf,1,3,4,2
aaf,2,1,2,4
aaf,2,1,2,4
aaf,2,1,3,4
aaf,2,1,3,4
aaf,2,1,4,0
aaf,2,1,4,0
aaf,2,2,3,5
aaf,2,2,3,4
aaf,2,2,4,0
aaf,2,2,4,0
aaf,2,3,4,0
aaf,2,3,4,0
aaf,3,1,2,4
aaf,3,1,2,4
aaf,3,1,3,4
aaf,3,1,3,3
aaf,3,1,4,5
aaf,3,1,4,4
aaf,3,2,3,4
aaf,3,2,3,4
aaf,3,2,4,5
aaf,3,2,4,4
aaf,3,3,4,3
aaf,3,3,4,3
aaf,4,1,2,4
aaf,4,1,2,3
aaf,4,1,3,2
aaf,4,1,3,2
aaf,4,1,4,4
aaf,4,1,4,4
aaf,4,2,3,3
aaf,4,2,3,2
aaf,4,2,4,4
aaf,4,2,4,3
aaf,4,3,4,3
aaf,4,3,4,3
aaf,5,1,2,5
aaf,5,1,2,4
aaf,5,1,3,4
aaf,5,1,3,3
aaf,5,1,4,0
aaf,5,1,4,0
aaf,5,2,3,4
aaf,5,2,3,3
aaf,5,2,4,0
aaf,5,2,4,0
aaf,5,3,4,0
aaf,5,3,4,0
aaf,6,1,2,4
aaf,6,1,2,4
aaf,6,1,3,3
aaf,6,1,3,3
aaf,6,1,4,5
aaf,6,1,4,5
aaf,6,2,3,4
aaf,6,2,3,5
aaf,6,2,4,5
aaf,6,2,4,5
aaf,6,3,4,3
aaf,6,3,4,4
aaf,7,1,2,5
aaf,7,1,2,4
aaf,7,1,3,3
aaf,7,1,3,2
aaf,7,1,4,5
aaf,7,1,4,5
aaf,7,2,3,3
aaf,7,2,3,2
aaf,7,2,4,5
aaf,7,2,4,5
aaf,7,3,4,3
aaf,7,3,4,2
aaf,8,1,2,4
aaf,8,1,2,4
aaf,8,1,3,4
aaf,8,1,3,4
aaf,8,1,4,4
aaf,8,1,4,4
aaf,8,2,3,4
aaf,8,2,3,4
aaf,8,2,4,5
aaf,8,2,4,4
aaf,8,3,4,4
aaf,8,3,4,3
aaf,9,1,2,4
aaf,9,1,2,5
aaf,9,1,3,4
aaf,9,1,3,4
aaf,9,1,4,4
aaf,9,1,4,4
aaf,9,2,3,5
aaf,9,2,3,5
aaf,9,2,4,4
aaf,9,2,4,5
aaf,9,3,4,3
aaf,9,3,4,4
aaf,10,1,2,2
aaf,10,1,2,1
aaf,10,1,3,2
aaf,10,1,3,1
aaf,10,1,4,2
aaf,10,1,4,1
aaf,10,2,3,4
aaf,10,2,3,4
aaf,10,2,4,4
aaf,10,2,4,5
aaf,10,3,4,3
aaf,10,3,4,3
aaf,11,1,2,4
aaf,11,1,2,3
aaf,11,1,3,3
aaf,11,1,3,3
aaf,11,1,4,4
aaf,11,1,4,4
aaf,11,2,3,3
aaf,11,2,3,2
aaf,11,2,4,4
aaf,11,2,4,4
aaf,11,3,4,3
aaf,11,3,4,2
aag,1,1,2,5
aag,1,1,2,4
aag,1,1,3,1
aag,1,1,3,2
aag,1,1,4,3
aag,1,1,4,4
aag,1,2,3,1
aag,1,2,3,1
aag,1,2,4,5
aag,1,2,4,5
aag,1,3,4,2
aag,1,3,4,2
aag,2,1,2,5
aag,2,1,2,5
aag,2,1,3,4
aag,2,1,3,3
aag,2,1,4,0
aag,2,1,4,0
aag,2,2,3,3
aag,2,2,3,2
aag,2,2,4,0
aag,2,2,4,0
aag,2,3,4,0
aag,2,3,4,0
aag,3,1,2,5
aag,3,1,2,5
aag,3,1,3,2
aag,3,1,3,1
aag,3,1,4,4
aag,3,1,4,5
aag,3,2,3,1
aag,3,2,3,2
aag,3,2,4,5
aag,3,2,4,5
aag,3,3,4,3
aag,3,3,4,1
aag,4,1,2,5
aag,4,1,2,4
aag,4,1,3,1
aag,4,1,3,1
aag,4,1,4,2
aag,4,1,4,2
aag,4,2,3,2
aag,4,2,3,1
aag,4,2,4,4
aag,4,2,4,5
aag,4,3,4,1
aag,4,3,4,2
aag,5,1,2,5
aag,5,1,2,5
aag,5,1,3,3
aag,5,1,3,3
aag,5,1,4,0
aag,5,1,4,0
aag,5,2,3,4
aag,5,2,3,4
aag,5,2,4,0
aag,5,2,4,0
aag,5,3,4,0
aag,5,3,4,0
aag,6,1,2,5
aag,6,1,2,1
aag,6,1,3,4
aag,6,1,3,4
aag,6,1,4,5
aag,6,1,4,5
aag,6,2,3,4
aag,6,2,3,3
aag,6,2,4,5
aag,6,2,4,5
aag,6,3,4,3
aag,6,3,4,3
aag,7,1,2,5
aag,7,1,2,5
aag,7,1,3,1
aag,7,1,3,1
aag,7,1,4,2
aag,7,1,4,1
aag,7,2,3,1
aag,7,2,3,1
aag,7,2,4,5
aag,7,2,4,3
aag,7,3,4,1
aag,7,3,4,1
aag,8,1,2,5
aag,8,1,2,5
aag,8,1,3,2
aag,8,1,3,3
aag,8,1,4,4
aag,8,1,4,2
aag,8,2,3,3
aag,8,2,3,3
aag,8,2,4,4
aag,8,2,4,5
aag,8,3,4,3
aag,8,3,4,3
aag,9,1,2,5
aag,9,1,2,5
aag,9,1,3,4
aag,9,1,3,3
aag,9,1,4,5
aag,9,1,4,4
aag,9,2,3,4
aag,9,2,3,3
aag,9,2,4,4
aag,9,2,4,5
aag,9,3,4,4
aag,9,3,4,4
aag,10,1,2,1
aag,10,1,2,1
aag,10,1,3,1
aag,10,1,3,1
aag,10,1,4,1
aag,10,1,4,1
aag,10,2,3,1
aag,10,2,3,2
aag,10,2,4,5
aag,10,2,4,4
aag,10,3,4,2
aag,10,3,4,3
aag,11,1,2,4
aag,11,1,2,4
aag,11,1,3,1
aag,11,1,3,2
aag,11,1,4,5
aag,11,1,4,3
aag,11,2,3,1
aag,11,2,3,2
aag,11,2,4,5
aag,11,2,4,5
aag,11,3,4,2
aag,11,3,4,2
aaj,1,1,2,5
aaj,1,1,2,5
aaj,1,1,3,4
aaj,1,1,3,3
aaj,1,1,4,5
aaj,1,1,4,5
aaj,1,2,3,3
aaj,1,2,3,4
aaj,1,2,4,5
aaj,1,2,4,5
aaj,1,3,4,4
aaj,1,3,4,3
aaj,2,1,2,5
aaj,2,1,2,4
aaj,2,1,3,4
aaj,2,1,3,5
aaj,2,1,4,0
aaj,2,1,4,0
aaj,2,2,3,4
aaj,2,2,3,4
aaj,2,2,4,0
aaj,2,2,4,0
aaj,2,3,4,0
aaj,2,3,4,0
aaj,3,1,2,4
aaj,3,1,2,4
aaj,3,1,3,2
aaj,3,1,3,2
aaj,3,1,4,4
aaj,3,1,4,3
aaj,3,2,3,2
aaj,3,2,3,2
aaj,3,2,4,5
aaj,3,2,4,4
aaj,3,3,4,2
aaj,3,3,4,2
aaj,4,1,2,5
aaj,4,1,2,5
aaj,4,1,3,4
aaj,4,1,3,4
aaj,4,1,4,5
aaj,4,1,4,3
aaj,4,2,3,3
aaj,4,2,3,3
aaj,4,2,4,5
aaj,4,2,4,3
aaj,4,3,4,3
aaj,4,3,4,2
aaj,5,1,2,4
aaj,5,1,2,5
aaj,5,1,3,4
aaj,5,1,3,2
aaj,5,1,4,0
aaj,5,1,4,0
aaj,5,2,3,2
aaj,5,2,3,2
aaj,5,2,4,0
aaj,5,2,4,0
aaj,5,3,4,0
aaj,5,3,4,0
aaj,6,1,2,5
aaj,6,1,2,4
aaj,6,1,3,3
aaj,6,1,3,4
aaj,6,1,4,5
aaj,6,1,4,4
aaj,6,2,3,4
aaj,6,2,3,3
aaj,6,2,4,4
aaj,6,2,4,4
aaj,6,3,4,4
aaj,6,3,4,3
aaj,7,1,2,5
aaj,7,1,2,5
aaj,7,1,3,3
aaj,7,1,3,1
aaj,7,1,4,4
aaj,7,1,4,4
aaj,7,2,3,3
aaj,7,2,3,2
aaj,7,2,4,5
aaj,7,2,4,4
aaj,7,3,4,3
aaj,7,3,4,2
aaj,8,1,2,4
aaj,8,1,2,4
aaj,8,1,3,4
aaj,8,1,3,3
aaj,8,1,4,5
aaj,8,1,4,4
aaj,8,2,3,3
aaj,8,2,3,2
aaj,8,2,4,5
aaj,8,2,4,4
aaj,8,3,4,2
aaj,8,3,4,2
aaj,9,1,2,3
aaj,9,1,2,4
aaj,9,1,3,1
aaj,9,1,3,1
aaj,9,1,4,4
aaj,9,1,4,4
aaj,9,2,3,3
aaj,9,2,3,1
aaj,9,2,4,4
aaj,9,2,4,3
aaj,9,3,4,2
aaj,9,3,4,2
aaj,10,1,2,3
aaj,10,1,2,1
aaj,10,1,3,2
aaj,10,1,3,1
aaj,10,1,4,1
aaj,10,1,4,1
aaj,10,2,3,4
aaj,10,2,3,4
aaj,10,2,4,5
aaj,10,2,4,5
aaj,10,3,4,3
aaj,10,3,4,2
aaj,11,1,2,5
aaj,11,1,2,5
aaj,11,1,3,3
aaj,11,1,3,3
aaj,11,1,4,4
aaj,11,1,4,5
aaj,11,2,3,4
aaj,11,2,3,4
aaj,11,2,4,5
aaj,11,2,4,4
aaj,11,3,4,3
aaj,11,3,4,1
aak,1,1,2,5
aak,1,1,2,4
aak,1,1,3,2
aak,1,1,3,2
aak,1,1,4,3
aak,1,1,4,4
aak,1,2,3,2
aak,1,2,3,2
aak,1,2,4,4
aak,1,2,4,5
aak,1,3,4,3
aak,1,3,4,2
aak,2,1,2,4
aak,2,1,2,5
aak,2,1,3,3
aak,2,1,3,4
aak,2,1,4,0
aak,2,1,4,0
aak,2,2,3,5
aak,2,2,3,3
aak,2,2,4,0
aak,2,2,4,0
aak,2,3,4,0
aak,2,3,4,0
aak,3,1,2,5
aak,3,1,2,5
aak,3,1,3,1
aak,3,1,3,2
aak,3,1,4,5
aak,3,1,4,5
aak,3,2,3,1
aak,3,2,3,3
aak,3,2,4,5
aak,3,2,4,5
aak,3,3,4,2
aak,3,3,4,1
aak,4,1,2,3
aak,4,1,2,4
aak,4,1,3,2
aak,4,1,3,2
aak,4,1,4,2
aak,4,1,4,3
aak,4,2,3,2
aak,4,2,3,2
aak,4,2,4,2
aak,4,2,4,2
aak,4,3,4,2
aak,4,3,4,1
aak,5,1,2,3
aak,5,1,2,5
aak,5,1,3,4
aak,5,1,3,3
aak,5,1,4,0
aak,5,1,4,0
aak,5,2,3,2
aak,5,2,3,3
aak,5,2,4,0
aak,5,2,4,0
aak,5,3,4,0
aak,5,3,4,0
aak,6,1,2,3
aak,6,1,2,3
aak,6,1,3,2
aak,6,1,3,3
aak,6,1,4,4
aak,6,1,4,4
aak,6,2,3,2
